   40 1134    42.138
   44 1055    37.334
 5961    8    0.143
15224    8    0.143
 4193    8    0.143
32805    8    0.143
32199    8    0.143
27835    8    0.143
18422    8    0.143
21246    8    0.143
32206    8    0.143
37077    8    0.143
16428    8    0.143
32794    8    0.143
  407    8    0.143
10857    8    0.143
 8341    7    0.142
56576    7    0.142
15848    7    0.142
  260    7    0.142
45994    7    0.142
21138    7    0.142
 4721    7    0.142
14074    7    0.142
12392    7    0.142
25796    7    0.142
 7127    7    0.142
 1198    7    0.142
36462    7    0.142
 4574    7    0.142
24336    7    0.142
  949    7    0.142
16394    7    0.142
20885    7    0.142
12360    7    0.142
 8448    7    0.142
21915    7    0.142
13791    7    0.142
16064    7    0.142
46745    7    0.142
37319    7    0.142
29854    7    0.142
24742    7    0.142
27358    7    0.142
39596    7    0.142
18801    7    0.142
 3699    7    0.142
 2728    7    0.142
 3687    7    0.142
 2759    7    0.142
 6158    7    0.142
41832    7    0.142
 6777    7    0.142
30970    7    0.142
43711    7    0.142
 6980    7    0.142
30170    7    0.142
25663    7    0.142
14694    7    0.142
 4140    7    0.142
15329    7    0.142
11785    7    0.142
18109    7    0.142
19162    7    0.142
17377    7    0.142
11158    7    0.142
44434    7    0.142
14401    7    0.142
 8875    7    0.142
 6006    7    0.142
35211    7    0.142
35350    7    0.142
25639    7    0.142
11904    7    0.142
47422    7    0.142
11168    7    0.142
37696    7    0.142
40459    7    0.142
19606    7    0.142
32400    7    0.142
 9058    7    0.142
11927    7    0.142
25122    7    0.142
49900    7    0.142
19920    7    0.142
30665    7    0.142
34438    7    0.142
14774    7    0.142
 7014    7    0.142
16701    6    0.141
 4149    6    0.141
31816    6    0.141
28195    6    0.141
32716    6    0.141
11930    6    0.141
18883    6    0.141
11727    6    0.141
38526    6    0.141
12615    6    0.141
51418    6    0.141
53265    6    0.141
23608    6    0.141
12475    6    0.141
11501    6    0.141
 1760    6    0.141
29270    6    0.141
13250    6    0.141
17839    6    0.141
15801    6    0.141
  114    6    0.141
15986    6    0.141
33923    6    0.141
 2776    6    0.141
24756    6    0.141
35402    6    0.141
37410    6    0.141
26221    6    0.141
20443    6    0.141
20468    6    0.141
31744    6    0.141
 6682    6    0.141
18280    6    0.141
 4204    6    0.141
46431    6    0.141
 6710    6    0.141
23743    6    0.141
 2563    6    0.141
17507    6    0.141
35905    6    0.141
 7590    6    0.141
 1806    6    0.141
54277    6    0.141
31642    6    0.141
19049    6    0.141
40015    6    0.141
28890    6    0.141
23648    6    0.141
49553    6    0.141
12940    6    0.141
40616    6    0.141
26661    6    0.141
36509    6    0.141
30213    6    0.141
 3829    6    0.141
28888    6    0.141
26460    6    0.141
 4898    6    0.141
14042    6    0.141
26402    6    0.141
 7368    6    0.141
23877    6    0.141
33307    6    0.141
52925    6    0.141
18542    6    0.141
30691    6    0.141
44949    6    0.141
14647    6    0.141
14675    6    0.141
19924    6    0.141
24852    6    0.141
 5509    6    0.141
18042    6    0.141
17200    6    0.141
  138    6    0.141
 4071    6    0.141
44680    5    0.140
12236    5    0.140
 1737    5    0.140
41996    5    0.140
32572    5    0.140
 5101    5    0.140
47997    5    0.140
31335    5    0.140
  744    5    0.140
11449    5    0.140
19686    5    0.140
25650    5    0.140
17307    5    0.140
38978    5    0.140
37116    5    0.140
 5192    5    0.140
28825    5    0.140
 5924    5    0.140
 1846    5    0.140
38876    5    0.140
41646    5    0.140
 4192    5    0.140
25920    5    0.140
20353    5    0.140
38807    5    0.140
44805    5    0.140
 7449    5    0.140
30424    5    0.140
 9941    5    0.140
35193    5    0.140
37404    5    0.140
41216    5    0.140
12837    5    0.140
33443    5    0.140
 3842    5    0.140
50631    5    0.140
18957    5    0.140
18612    5    0.140
 7561    5    0.140
40142    5    0.140
37794    5    0.140
50483    5    0.140
36304    5    0.140
33145    5    0.140
  306    5    0.140
43356    5    0.140
26963    5    0.140
41767    5    0.140
45830    5    0.140
22389    5    0.140
37722    5    0.140
30118    5    0.140
33002    5    0.140
39374    5    0.140
20786    5    0.140
 2231   13    0.139
10776   12    0.138
12937   12    0.138
32258   11    0.137
12893   11    0.137
13462   11    0.137
14307   11    0.137
 9274   10    0.136
12809   10    0.136
13811   10    0.136
26857   10    0.136
28148   10    0.136
25226   10    0.136
  905   10    0.136
19864   10    0.136
22221   10    0.136
 7994   10    0.136
 8369   10    0.136
 8670    9    0.135
26572    9    0.135
29522    9    0.135
 1277    9    0.135
19950    9    0.135
 7399    9    0.135
11743    9    0.135
12111    9    0.135
30147    9    0.135
  885    9    0.135
 4824    9    0.135
16501    9    0.135
18168    9    0.135
19373    9    0.135
 7279    9    0.135
 7428    9    0.135
57402    9    0.135
11703    9    0.135
 6947    9    0.135
11097    9    0.135
25910    9    0.135
11819    9    0.135
 5943    9    0.135
16544    9    0.135
16558    9    0.135
 8733    9    0.135
 5328    9    0.135
18015    9    0.135
  521    9    0.135
13060    9    0.135
40589    8    0.134
12829    8    0.134
12676    8    0.134
12429    8    0.134
36486    8    0.134
14359    8    0.134
 4426    8    0.134
14911    8    0.134
30824    8    0.134
26644    8    0.134
 1119    8    0.134
16241    8    0.134
21029    8    0.134
42109    8    0.134
37981    8    0.134
36047    8    0.134
42409    8    0.134
27841    8    0.134
33292    8    0.134
10647    8    0.134
31134    8    0.134
20736    8    0.134
16803    8    0.134
 3717    8    0.134
24922    8    0.134
 3701    8    0.134
45847    8    0.134
25453    8    0.134
 3457    8    0.134
 8533    8    0.134
24324    8    0.134
25326    8    0.134
41336    8    0.134
15043    8    0.134
17806    8    0.134
31105    8    0.134
12112    8    0.134
38576    8    0.134
 6994    8    0.134
29521    8    0.134
40501    8    0.134
25976    8    0.134
29818    8    0.134
55322    8    0.134
14249    8    0.134
14871    8    0.134
  136    8    0.134
 6082    8    0.134
28887    8    0.134
11510    8    0.134
15486    8    0.134
18498    8    0.134
 6889    8    0.134
11367    8    0.134
35853    8    0.134
21812    8    0.134
43902    8    0.134
12570    8    0.134
13983    8    0.134
19498    8    0.134
 7129    8    0.134
10904    8    0.134
19830    8    0.134
16324    7    0.133
  907    7    0.133
12998    7    0.133
 8190    7    0.133
11267    7    0.133
 2350    7    0.133
41613    7    0.133
17740    7    0.133
14341    7    0.133
30868    7    0.133
28429    7    0.133
 4061    7    0.133
29810    7    0.133
 9097    7    0.133
30474    7    0.133
14963    7    0.133
26299    7    0.133
20818    7    0.133
13602    7    0.133
15943    7    0.133
56686    7    0.133
 2863    7    0.133
37903    7    0.133
 2928    7    0.133
21509    7    0.133
  272    7    0.133
  643    7    0.133
13704    7    0.133
31384    7    0.133
44779    7    0.133
26196    7    0.133
26496    7    0.133
25951    7    0.133
 3156    7    0.133
14745    7    0.133
10539    7    0.133
12755    7    0.133
14771    7    0.133
27077    7    0.133
14999    7    0.133
24528    7    0.133
39289    7    0.133
13014    7    0.133
10151    7    0.133
28621    7    0.133
 4837    7    0.133
28150    7    0.133
40942    7    0.133
 3867    7    0.133
16194    7    0.133
30413    7    0.133
  785    7    0.133
12794    7    0.133
25835    7    0.133
16109    7    0.133
47987    7    0.133
 9061    7    0.133
29709    7    0.133
19982    7    0.133
10246    7    0.133
25329    7    0.133
 9429    7    0.133
10264    7    0.133
22924    7    0.133
16046    7    0.133
 5299    7    0.133
24355    7    0.133
17215    7    0.133
 5750    7    0.133
12251    7    0.133
16621    7    0.133
24231    7    0.133
 1255    7    0.133
41947    7    0.133
12895    7    0.133
15291    7    0.133
12870    7    0.133
 1991    7    0.133
 1740    7    0.133
 4145    7    0.133
 5603    7    0.133
33503    7    0.133
16844    7    0.133
46990    7    0.133
44613    7    0.133
38434    7    0.133
17024    7    0.133
52550    7    0.133
 1656    7    0.133
25744    7    0.133
19856    7    0.133
14058    7    0.133
13992    7    0.133
16656    7    0.133
24446    7    0.133
21263    7    0.133
 8651    7    0.133
 8737    7    0.133
22334    7    0.133
 1384    7    0.133
 5427    7    0.133
25596    6    0.132
16146    6    0.132
18943    6    0.132
17661    6    0.132
28637    6    0.132
29128    6    0.132
20680    6    0.132
24621    6    0.132
25883    6    0.132
 1709    6    0.132
22907    6    0.132
 8591    6    0.132
40830    6    0.132
22897    6    0.132
25322    6    0.132
24040    6    0.132
22447    6    0.132
24635    6    0.132
29701    6    0.132
22812    6    0.132
29890    6    0.132
34567    6    0.132
38194    6    0.132
 4496    6    0.132
24637    6    0.132
15075    6    0.132
34594    6    0.132
 6801    6    0.132
22508    6    0.132
13024    6    0.132
21087    6    0.132
 7285    6    0.132
 4820    6    0.132
13973    6    0.132
19595    6    0.132
50043    6    0.132
43005    6    0.132
24559    6    0.132
53481    6    0.132
22510    6    0.132
 8939    6    0.132
25286    6    0.132
 4637    6    0.132
12582    6    0.132
34307    6    0.132
33966    6    0.132
27574    6    0.132
 2630    6    0.132
26075    6    0.132
53014    6    0.132
34889    6    0.132
19616    6    0.132
29057    6    0.132
25807    6    0.132
37997    6    0.132
 1788    6    0.132
23658    6    0.132
13843    6    0.132
23973    6    0.132
20554    6    0.132
53482    6    0.132
13198    6    0.132
 3460    6    0.132
39893    6    0.132
30160    6    0.132
15338    6    0.132
  443    6    0.132
10568    6    0.132
25164    6    0.132
26259    6    0.132
18149    6    0.132
15841    6    0.132
38745    6    0.132
39071    6    0.132
18507    6    0.132
12308    6    0.132
20051    6    0.132
15316    6    0.132
20918    6    0.132
22321    6    0.132
21060    6    0.132
29472    6    0.132
15366    6    0.132
18299    6    0.132
18239    6    0.132
44255    6    0.132
 9293    6    0.132
32037    6    0.132
18530    6    0.132
39167    6    0.132
13670    6    0.132
18393    6    0.132
33326    6    0.132
26026    6    0.132
16679    6    0.132
18418    6    0.132
 4293    6    0.132
25905    6    0.132
27625    6    0.132
17875    6    0.132
17871    6    0.132
14594    6    0.132
 3636    6    0.132
30496    6    0.132
26416    6    0.132
33510    6    0.132
30988    6    0.132
14195    6    0.132
28784    6    0.132
 4483    6    0.132
31263    6    0.132
27191    6    0.132
 1650    6    0.132
23392    6    0.132
10461    6    0.132
24812    6    0.132
18030    6    0.132
18026    6    0.132
 3561    6    0.132
19840    6    0.132
33305    6    0.132
14895    6    0.132
20730    6    0.132
12771    6    0.132
 9359    6    0.132
38123    6    0.132
27171    6    0.132
23446    6    0.132
24964    6    0.132
31403    6    0.132
31918    6    0.132
 4015    6    0.132
44991    6    0.132
30321    6    0.132
39288    6    0.132
12846    6    0.132
39701    6    0.132
 2088    6    0.132
16459    6    0.132
36195    6    0.132
25686    6    0.132
 9737    6    0.132
12074    6    0.132
31433    6    0.132
11273    6    0.132
25817    6    0.132
 8497    6    0.132
16446    6    0.132
 2148    6    0.132
11167    6    0.132
36666    6    0.132
38440    6    0.132
57744    6    0.132
 4103    6    0.132
 2121    6    0.132
 6771    6    0.132
 4132    6    0.132
28451    6    0.132
26854    6    0.132
13944    6    0.132
13343    6    0.132
13370    6    0.132
29317    6    0.132
47340    6    0.132
36984    6    0.132
15140    6    0.132
22151    6    0.132
25245    6    0.132
14213    5    0.131
17311    5    0.131
 8416    5    0.131
21187    5    0.131
 7185    5    0.131
11470    5    0.131
45449    5    0.131
44951    5    0.131
26145    5    0.131
10582    5    0.131
25191    5    0.131
18858    5    0.131
23554    5    0.131
32079    5    0.131
19706    5    0.131
29523    5    0.131
21158    5    0.131
35089    5    0.131
15194    5    0.131
50424    5    0.131
51458    5    0.131
10237    5    0.131
15274    5    0.131
12506    5    0.131
17297    5    0.131
22877    5    0.131
20171    5    0.131
40427    5    0.131
33804    5    0.131
35158    5    0.131
15317    5    0.131
42884    5    0.131
14981    5    0.131
33844    5    0.131
25388    5    0.131
13472    5    0.131
23573    5    0.131
13066    5    0.131
34229    5    0.131
 8251    5    0.131
15437    5    0.131
33369    5    0.131
46184    5    0.131
16320    5    0.131
46162    5    0.131
15297    5    0.131
 9399    5    0.131
42240    5    0.131
13413    5    0.131
25104    5    0.131
36108    5    0.131
37847    5    0.131
11892    5    0.131
 5291    5    0.131
11862    5    0.131
 5264    5    0.131
33567    5    0.131
22046    5    0.131
18626    5    0.131
 9917    5    0.131
25715    5    0.131
28984    5    0.131
 8187    5    0.131
31539    5    0.131
39562    5    0.131
56919    5    0.131
 7951    5    0.131
 6178    5    0.131
29433    5    0.131
25652    5    0.131
 6179    5    0.131
12397    5    0.131
31455    5    0.131
55302    5    0.131
  911    5    0.131
22996    5    0.131
 8378    5    0.131
11522    5    0.131
37017    5    0.131
18815    5    0.131
25337    5    0.131
28934    5    0.131
 3551    5    0.131
32146    5    0.131
39393    5    0.131
32738    5    0.131
32356    5    0.131
44911    5    0.131
47864    5    0.131
22632    5    0.131
18911    5    0.131
 9425    5    0.131
 1691    5    0.131
14212    5    0.131
27732    5    0.131
21733    5    0.131
42251    5    0.131
33792    5    0.131
11571    5    0.131
49829    5    0.131
30104    5    0.131
13545    5    0.131
35964    5    0.131
29665    5    0.131
45541    5    0.131
 9427    5    0.131
53496    5    0.131
 3008    5    0.131
26742    5    0.131
33746    5    0.131
25376    5    0.131
32758    5    0.131
13787    5    0.131
13151    5    0.131
21424    5    0.131
50718    5    0.131
14748    5    0.131
36994    5    0.131
46511    5    0.131
   94    5    0.131
17557    5    0.131
22774    5    0.131
28827    5    0.131
